date,settlement_date,action,fund_name,isin,symbol,quantity,price,amount,broker,portfolio_reference,raw_line
2025-02-28,2025-03-04,SELL,iShares MSCI World Minimum Volatility Sell 0.054073 £56.0353 £3.03 28/02/25 04/03/25 None,IE00B8FHGS14,IE00B8FHGS14,0.054073,56.0353,3.03,World Minimum,IP00824935,iShares MSCI World Minimum Volatility Sell 0.054073 £56.0353 £3.03 28/02/25 04/03/25 None / ISIN IE00B8FHGS14 12:43:03
2025-02-28,2025-03-04,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,97.8727,43.81,None,IP00824935,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 0.447622 £97.8727 £43.81 28/02/25 04/03/25 None 12:43:03
2025-02-28,2025-03-04,BUY,Unknown Fund,IE00BKM4GZ66,IE00BKM4GZ66,0.156062,27.3609,4.27,Emerging Markets,IP00824935,iShares MSCI Emerging Markets IMI / Buy 0.156062 £27.3609 £4.27 28/02/25 04/03/25 None ISIN IE00BKM4GZ66 12:49:49
2025-02-28,2025-03-04,SELL,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.004916,56.9568,0.28,World Quality,IP00824935,Xtrackers MSCI World Quality / ISIN Sell 0.004916 £56.9568 £0.28 28/02/25 04/03/25 None IE00BL25JL35 12:50:04
2025-02-28,2025-03-04,SELL,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.012029,37.4095,0.45,World Value,IP00824935,Xtrackers MSCI World Value / ISIN Sell 0.012029 £37.4095 £0.45 28/02/25 04/03/25 None IE00BL25JM42 12:50:18
2025-02-28,2025-03-04,SELL,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.007198,55.5709,0.4,World Momentum,IP00824935,Xtrackers MSCI World Momentum / ISIN Sell 0.007198 £55.5709 £0.40 28/02/25 04/03/25 None IE00BL25JP72 12:50:31
2025-02-28,2025-03-04,SELL,Amundi FTSE Actuaries UK Gilts 0-5 Sell 4.350119 £17.1995 £74.82 28/02/25 04/03/25 None Years,LU1439943090,LU1439943090,0.0,17.1995,74.82,None Years,IP00824935,Amundi FTSE Actuaries UK Gilts 0-5 Sell 4.350119 £17.1995 £74.82 28/02/25 04/03/25 None Years / ISIN LU1439943090 12:55:25
2025-03-13,2025-03-17,SELL,"Amundi Smart Overnight Return GBP Sell 0.063397 £1,172.4529 £74.33 13/03/25 17/03/25 None Hedged",LU1230136894,LU1230136894,0.063397,1172.4529,74.33,Amundi Smart,IP00824935,"Amundi Smart Overnight Return GBP Sell 0.063397 £1,172.4529 £74.33 13/03/25 17/03/25 None Hedged / ISIN LU1230136894 15:31:37"
2025-03-13,2025-03-17,SELL,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,3.339269,51.0231,170.38,World Momentum,IP00824935,Xtrackers MSCI World Momentum / ISIN Sell 3.339269 £51.0231 £170.38 13/03/25 17/03/25 None IE00BL25JP72 15:31:37
2025-03-13,2025-03-17,SELL,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,5.952403,36.5096,217.32,World Value,IP00824935,Xtrackers MSCI World Value / ISIN Sell 5.952403 £36.5096 £217.32 13/03/25 17/03/25 None IE00BL25JM42 15:31:37
2025-03-13,2025-03-17,SELL,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,3.25786,53.0102,172.7,World Quality,IP00824935,Xtrackers MSCI World Quality / ISIN Sell 3.257860 £53.0102 £172.70 13/03/25 17/03/25 None IE00BL25JL35 15:31:37
2025-03-13,2025-03-17,SELL,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,1.100332,99.9516,109.98,Lyxor Core,IP00824935,Lyxor Core UK Government Bond / ISIN Sell 1.100332 £99.9516 £109.98 13/03/25 17/03/25 None LU1407892592 15:31:38
2025-03-13,2025-03-17,SELL,SPDR S&P 500,IE00B6YX5C33,IE00B6YX5C33,500.0,429.4179,306.54,None,IP00824935,SPDR S&P 500 / ISIN IE00B6YX5C33 Sell 0.713850 £429.4179 £306.54 13/03/25 17/03/25 None 15:31:38
2025-03-13,2025-03-17,SELL,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,92.4825,981.22,None,IP00824935,Xtrackers S&P 500 / ISIN IE00BM67HX07 Sell 10.609787 £92.4825 £981.22 13/03/25 17/03/25 None 15:31:38
2025-03-13,2025-03-17,SELL,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,31.106457,5.5811,173.61,World Small,IP00824935,iShares MSCI World Small Cap / ISIN Sell 31.106457 £5.5811 £173.61 13/03/25 17/03/25 None IE00BF4RFH31 15:31:39
2025-03-13,2025-03-17,SELL,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,166.9751,108.53,None,IP00824935,iShares FTSE 100 / ISIN IE00B53HP851 Sell 0.649977 £166.9751 £108.53 13/03/25 17/03/25 None 15:31:39
2025-03-13,2025-03-17,SELL,iShares MSCI World Minimum Volatility Sell 3.973918 £53.9794 £214.51 13/03/25 17/03/25 None,IE00B8FHGS14,IE00B8FHGS14,3.973918,53.9794,214.51,World Minimum,IP00824935,iShares MSCI World Minimum Volatility Sell 3.973918 £53.9794 £214.51 13/03/25 17/03/25 None / ISIN IE00B8FHGS14 15:31:40
2025-03-13,2025-03-17,SELL,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,4.459151,24.7109,110.19,Vanguard Global,IP00824935,Vanguard Global Aggregate Bonds / ISIN Sell 4.459151 £24.7109 £110.19 13/03/25 17/03/25 None IE00BG47K971 15:31:40
2025-03-13,2025-03-17,SELL,iShares US Inflation-linked Bonds 0-5 Sell 15.391954 £4.8336 £74.40 13/03/25 17/03/25 None Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.8336,74.4,None Years,IP00824935,iShares US Inflation-linked Bonds 0-5 Sell 15.391954 £4.8336 £74.40 13/03/25 17/03/25 None Years / ISIN IE00BDZVHB89 15:31:40
2025-03-13,2025-03-17,SELL,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,6.980658,63.2805,441.74,Unknown,IP00824935,Xtrackers S&P Europe ex UK / ISIN Sell 6.980658 £63.2805 £441.74 13/03/25 17/03/25 None IE00BGV5VM45 15:31:41
2025-03-13,2025-03-17,SELL,Unknown Fund,IE00BKM4GZ66,IE00BKM4GZ66,13.531969,26.9812,365.11,Emerging Markets,IP00824935,iShares MSCI Emerging Markets IMI / Sell 13.531969 £26.9812 £365.11 13/03/25 17/03/25 None ISIN IE00BKM4GZ66 15:31:41
2023-11-06,2023-11-08,BUY,"Amundi Smart Overnight Return GBP Buy 0.137378 £1,092.0962 £150.03 06/11/23 08/11/23 Winterflood Hedged",LU1230136894,LU1230136894,0.137378,1092.0962,150.03,Winterflood,IP00824949,"Amundi Smart Overnight Return GBP Buy 0.137378 £1,092.0962 £150.03 06/11/23 08/11/23 Winterflood Hedged / ISIN LU1230136894 15:12:48"
2023-11-06,2023-11-08,BUY,iShares US Inflation-linked Bonds 0-5 Buy 12.048798 £4.9780 £59.98 06/11/23 08/11/23 Jane Street Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.978,59.98,Jane Street,IP00824949,iShares US Inflation-linked Bonds 0-5 Buy 12.048798 £4.9780 £59.98 06/11/23 08/11/23 Jane Street Years / ISIN IE00BDZVHB89 15:12:49 Financial
2023-11-06,2023-11-08,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,2.341007,38.4449,90.0,Jane Street,IP00824949,Xtrackers MSCI World Momentum / ISIN Buy 2.341007 £38.4449 £90.00 06/11/23 08/11/23 Jane Street IE00BL25JP72 15:12:49 Financial
2023-11-06,2023-11-08,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,3.845538,31.1451,119.77,Jane Street,IP00824949,Xtrackers MSCI World Value / ISIN Buy 3.845538 £31.1451 £119.77 06/11/23 08/11/23 Jane Street IE00BL25JM42 15:12:51 Financial
2023-11-06,2023-11-08,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,2.702398,44.3976,119.98,Jane Street,IP00824949,Xtrackers MSCI World Quality / ISIN Buy 2.702398 £44.3976 £119.98 06/11/23 08/11/23 Jane Street IE00BL25JL35 15:12:51 Financial
2023-11-06,2023-11-08,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,17.14851,22.7343,389.86,Vanguard Global,IP00824949,Vanguard Global Aggregate Bonds / ISIN Buy 17.148510 £22.7343 £389.86 06/11/23 08/11/23 Flow Traders IE00BG47K971 15:12:52
2023-11-06,2023-11-08,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,6.289308,42.9284,269.99,Emerging Markets,IP00824949,Vanguard FTSE Emerging Markets / ISIN Buy 6.289308 £42.9284 £269.99 06/11/23 08/11/23 Flow Traders IE00B3VVMM84 15:12:52
2023-11-06,2023-11-08,BUY,Xtrackers MSCI EMU,LU1127516455,LU1127516455,1127516455.0,28.1437,179.45,Flow Traders,IP00824949,Xtrackers MSCI EMU / ISIN LU1127516455 Buy 6.376196 £28.1437 £179.45 06/11/23 08/11/23 Flow Traders 15:12:52
2023-11-06,2023-11-08,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,18.107741,4.9338,89.34,Winterflood,IP00824949,iShares MSCI World Small Cap / ISIN Buy 18.107741 £4.9338 £89.34 06/11/23 08/11/23 Winterflood IE00BF4RFH31 15:12:52
2023-11-06,2023-11-08,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,138.6225,59.85,Jane Street,IP00824949,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.431748 £138.6225 £59.85 06/11/23 08/11/23 Jane Street 15:12:52 Financial
2023-11-06,2023-11-08,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,71.7565,688.24,Jane Street,IP00824949,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 9.591326 £71.7565 £688.24 06/11/23 08/11/23 Jane Street 15:12:52 Financial
2023-11-06,2023-11-08,BUY,iShares MSCI World Minimum Volatility Buy 2.624672 £45.7733 £120.14 06/11/23 08/11/23 Jane Street,IE00B8FHGS14,IE00B8FHGS14,2.624672,45.7733,120.14,Jane Street,IP00824949,iShares MSCI World Minimum Volatility Buy 2.624672 £45.7733 £120.14 06/11/23 08/11/23 Jane Street / ISIN IE00B8FHGS14 15:12:52 Financial
2023-11-06,2023-11-08,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 12.514899 £16.7784 £209.98 06/11/23 08/11/23 Winterflood Years,LU1439943090,LU1439943090,0.0,16.7784,209.98,Winterflood,IP00824949,Amundi FTSE Actuaries UK Gilts 0-5 Buy 12.514899 £16.7784 £209.98 06/11/23 08/11/23 Winterflood Years / ISIN LU1439943090 15:12:53
2023-11-06,2023-11-08,BUY,iShares Core UK Gilts,IE00B1FZSB30,IE00B1FZSB30,38.922156,10.0148,389.8,Jane Street,IP00824949,iShares Core UK Gilts / ISIN Buy 38.922156 £10.0148 £389.80 06/11/23 08/11/23 Jane Street IE00B1FZSB30 15:12:54 Financial
2023-11-13,2023-11-15,SELL,"Amundi Smart Overnight Return GBP Sell 0.137378 £1,093.0425 £150.16 13/11/23 15/11/23 Winterflood Hedged",LU1230136894,LU1230136894,0.137378,1093.0425,150.16,Winterflood,IP00824949,"Amundi Smart Overnight Return GBP Sell 0.137378 £1,093.0425 £150.16 13/11/23 15/11/23 Winterflood Hedged / ISIN LU1230136894 15:33:02"
2023-11-13,2023-11-15,SELL,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,6.289308,42.9697,270.25,Winterflood,IP00824949,Vanguard FTSE Emerging Markets / ISIN Sell 6.289308 £42.9697 £270.25 13/11/23 15/11/23 Winterflood IE00B3VVMM84 15:33:06
2023-11-13,2023-11-15,SELL,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,17.14851,22.7232,389.67,Vanguard Global,IP00824949,Vanguard Global Aggregate Bonds / ISIN Sell 17.148510 £22.7232 £389.67 13/11/23 15/11/23 Flow Traders IE00BG47K971 15:33:07
2023-11-13,2023-11-15,SELL,Xtrackers MSCI EMU,LU1127516455,LU1127516455,1127516455.0,28.4511,181.41,Winterflood,IP00824949,Xtrackers MSCI EMU / ISIN LU1127516455 Sell 6.376196 £28.4511 £181.41 13/11/23 15/11/23 Winterflood 15:33:17
2023-11-13,2023-11-15,SELL,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,138.692,59.88,Winterflood,IP00824949,iShares FTSE 100 / ISIN IE00B53HP851 Sell 0.431748 £138.6920 £59.88 13/11/23 15/11/23 Winterflood 15:33:18
2023-11-13,2023-11-15,SELL,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,72.4727,695.11,Unknown,IP00824949,Xtrackers S&P 500 / ISIN IE00BM67HX07 Sell 9.591326 £72.4727 £695.11 13/11/23 15/11/23 PEEL 15:33:18
2023-11-13,2023-11-15,SELL,iShares US Inflation-linked Bonds 0-5 Sell 12.048798 £4.9565 £59.72 13/11/23 15/11/23 Jane Street Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.9565,59.72,Jane Street,IP00824949,iShares US Inflation-linked Bonds 0-5 Sell 12.048798 £4.9565 £59.72 13/11/23 15/11/23 Jane Street Years / ISIN IE00BDZVHB89 15:33:18 Financial
2023-11-13,2023-11-15,SELL,iShares MSCI World Minimum Volatility Sell 2.624672 £46.0743 £120.93 13/11/23 15/11/23 Jane Street,IE00B8FHGS14,IE00B8FHGS14,2.624672,46.0743,120.93,Jane Street,IP00824949,iShares MSCI World Minimum Volatility Sell 2.624672 £46.0743 £120.93 13/11/23 15/11/23 Jane Street / ISIN IE00B8FHGS14 15:33:18 Financial
2023-11-13,2023-11-15,SELL,Amundi FTSE Actuaries UK Gilts 0-5 Sell 12.514899 £16.7736 £209.92 13/11/23 15/11/23 Jane Street Years,LU1439943090,LU1439943090,0.0,16.7736,209.92,Jane Street,IP00824949,Amundi FTSE Actuaries UK Gilts 0-5 Sell 12.514899 £16.7736 £209.92 13/11/23 15/11/23 Jane Street Years / ISIN LU1439943090 15:33:18 Financial
2023-11-13,2023-11-15,SELL,iShares Core UK Gilts,IE00B1FZSB30,IE00B1FZSB30,38.922156,10.0551,391.37,Jane Street,IP00824949,iShares Core UK Gilts / ISIN Sell 38.922156 £10.0551 £391.37 13/11/23 15/11/23 Jane Street IE00B1FZSB30 15:33:18 Financial
2023-11-13,2023-11-15,SELL,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,18.107741,4.9061,88.84,Jane Street,IP00824949,iShares MSCI World Small Cap / ISIN Sell 18.107741 £4.9061 £88.84 13/11/23 15/11/23 Jane Street IE00BF4RFH31 15:38:04 Financial
2023-11-13,2023-11-15,SELL,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,2.702398,45.3412,122.53,Winterflood,IP00824949,Xtrackers MSCI World Quality / ISIN Sell 2.702398 £45.3412 £122.53 13/11/23 15/11/23 Winterflood IE00BL25JL35 15:38:16
2023-11-13,2023-11-15,SELL,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,3.845538,31.1113,119.64,Jane Street,IP00824949,Xtrackers MSCI World Value / ISIN Sell 3.845538 £31.1113 £119.64 13/11/23 15/11/23 Jane Street IE00BL25JM42 15:38:29 Financial
2023-11-13,2023-11-15,SELL,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,2.341007,39.3847,92.2,Winterflood,IP00824949,Xtrackers MSCI World Momentum / ISIN Sell 2.341007 £39.3847 £92.20 13/11/23 15/11/23 Winterflood IE00BL25JP72 15:38:40
2023-11-10,2023-11-14,BUY,iShares US Inflation-linked Bonds 0-5 Buy 0.402637 £4.9672 £2.00 10/11/23 14/11/23 Jane Street Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.9672,2.0,Jane Street,IP00843395,iShares US Inflation-linked Bonds 0-5 Buy 0.402637 £4.9672 £2.00 10/11/23 14/11/23 Jane Street Years / ISIN IE00BDZVHB89 15:15:06 Financial
2023-11-10,2023-11-14,BUY,"Amundi Smart Overnight Return GBP Buy 0.004575 £1,092.8961 £5.00 10/11/23 14/11/23 Winterflood Hedged",LU1230136894,LU1230136894,0.004575,1092.8961,5.0,Winterflood,IP00843395,"Amundi Smart Overnight Return GBP Buy 0.004575 £1,092.8961 £5.00 10/11/23 14/11/23 Winterflood Hedged / ISIN LU1230136894 15:15:07"
2023-11-10,2023-11-14,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.076726,39.1001,3.0,World Momentum,IP00843395,Xtrackers MSCI World Momentum / ISIN Buy 0.076726 £39.1001 £3.00 10/11/23 14/11/23 Flow Traders IE00BL25JP72 15:15:08
2023-11-10,2023-11-14,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.129011,31.0051,4.0,Jane Street,IP00843395,Xtrackers MSCI World Value / ISIN Buy 0.129011 £31.0051 £4.00 10/11/23 14/11/23 Jane Street IE00BL25JM42 15:15:08 Financial
2023-11-10,2023-11-14,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.088633,45.1299,4.0,Jane Street,IP00843395,Xtrackers MSCI World Quality / ISIN Buy 0.088633 £45.1299 £4.00 10/11/23 14/11/23 Jane Street IE00BL25JL35 15:15:08 Financial
2023-11-10,2023-11-14,BUY,Xtrackers MSCI EMU,LU1127516455,LU1127516455,1127516455.0,28.2827,5.99,Jane Street,IP00843395,Xtrackers MSCI EMU / ISIN LU1127516455 Buy 0.211790 £28.2827 £5.99 10/11/23 14/11/23 Jane Street 15:15:09 Financial
2023-11-10,2023-11-14,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,71.8125,22.98,Unknown,IP00843395,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 0.320000 £71.8125 £22.98 10/11/23 14/11/23 PEEL 15:15:10
2023-11-10,2023-11-14,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.210109,42.9776,9.03,Emerging Markets,IP00843395,Vanguard FTSE Emerging Markets / ISIN Buy 0.210109 £42.9776 £9.03 10/11/23 14/11/23 Flow Traders IE00B3VVMM84 15:15:10
2023-11-10,2023-11-14,BUY,iShares MSCI World Minimum Volatility Buy 0.086796 £45.9698 £3.99 10/11/23 14/11/23 Jane Street,IE00B8FHGS14,IE00B8FHGS14,0.086796,45.9698,3.99,Jane Street,IP00843395,iShares MSCI World Minimum Volatility Buy 0.086796 £45.9698 £3.99 10/11/23 14/11/23 Jane Street / ISIN IE00B8FHGS14 15:15:10 Financial
2023-11-10,2023-11-14,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,137.2508,1.99,Jane Street,IP00843395,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.014499 £137.2508 £1.99 10/11/23 14/11/23 Jane Street 15:15:11 Financial
2023-11-10,2023-11-14,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.416667 £16.7999 £7.00 10/11/23 14/11/23 Jane Street Years,LU1439943090,LU1439943090,0.0,16.7999,7.0,Jane Street,IP00843395,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.416667 £16.7999 £7.00 10/11/23 14/11/23 Jane Street Years / ISIN LU1439943090 15:15:11 Financial
2023-11-10,2023-11-14,BUY,iShares Core UK Gilts,IE00B1FZSB30,IE00B1FZSB30,1.289683,10.0722,12.99,Jane Street,IP00843395,iShares Core UK Gilts / ISIN Buy 1.289683 £10.0722 £12.99 10/11/23 14/11/23 Jane Street IE00B1FZSB30 15:15:11 Financial
2023-11-10,2023-11-14,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,0.569863,22.83,13.01,Vanguard Global,IP00843395,Vanguard Global Aggregate Bonds / ISIN Buy 0.569863 £22.8300 £13.01 10/11/23 14/11/23 Flow Traders IE00BG47K971 15:15:11
2023-11-10,2023-11-14,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,0.611216,4.9082,3.0,Jane Street,IP00843395,iShares MSCI World Small Cap / ISIN Buy 0.611216 £4.9082 £3.00 10/11/23 14/11/23 Jane Street IE00BF4RFH31 15:18:48 Financial
2023-11-16,2023-11-20,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,2.285353,39.5475,90.38,Winterflood,IP00843395,Xtrackers MSCI World Momentum / ISIN Buy 2.285353 £39.5475 £90.38 16/11/23 20/11/23 Winterflood IE00BL25JP72 15:27:08
2023-11-16,2023-11-20,BUY,iShares US Inflation-linked Bonds 0-5 Buy 11.982822 £4.7793 £57.27 16/11/23 20/11/23 Winterflood Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.7793,57.27,Winterflood,IP00843395,iShares US Inflation-linked Bonds 0-5 Buy 11.982822 £4.7793 £57.27 16/11/23 20/11/23 Winterflood Years / ISIN IE00BDZVHB89 15:27:08
2023-11-16,2023-11-20,BUY,"Amundi Smart Overnight Return GBP Buy 0.136159 £1,094.0150 £148.96 16/11/23 20/11/23 Winterflood Hedged",LU1230136894,LU1230136894,0.136159,1094.015,148.96,Winterflood,IP00843395,"Amundi Smart Overnight Return GBP Buy 0.136159 £1,094.0150 £148.96 16/11/23 20/11/23 Winterflood Hedged / ISIN LU1230136894 15:27:08"
2023-11-16,2023-11-20,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,2.640123,45.5546,120.27,Jane Street,IP00843395,Xtrackers MSCI World Quality / ISIN Buy 2.640123 £45.5546 £120.27 16/11/23 20/11/23 Jane Street IE00BL25JL35 15:27:08 Financial
2023-11-16,2023-11-20,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,3.835857,31.2941,120.04,Jane Street,IP00843395,Xtrackers MSCI World Value / ISIN Buy 3.835857 £31.2941 £120.04 16/11/23 20/11/23 Jane Street IE00BL25JM42 15:27:09 Financial
2023-11-16,2023-11-20,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,6.253121,43.2871,270.68,Emerging Markets,IP00843395,Vanguard FTSE Emerging Markets / ISIN Buy 6.253121 £43.2871 £270.68 16/11/23 20/11/23 Flow Traders IE00B3VVMM84 15:27:13
2023-11-16,2023-11-20,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,18.15753,5.0216,91.18,Jane Street,IP00843395,iShares MSCI World Small Cap / ISIN Buy 18.157530 £5.0216 £91.18 16/11/23 20/11/23 Jane Street IE00BF4RFH31 15:27:13 Financial
2023-11-16,2023-11-20,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,138.8798,59.88,Winterflood,IP00843395,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.431164 £138.8798 £59.88 16/11/23 20/11/23 Winterflood 15:27:14
2023-11-16,2023-11-20,BUY,iShares MSCI World Minimum Volatility Buy 2.584069 £45.8772 £118.55 16/11/23 20/11/23 Winterflood,IE00B8FHGS14,IE00B8FHGS14,2.584069,45.8772,118.55,Winterflood,IP00843395,iShares MSCI World Minimum Volatility Buy 2.584069 £45.8772 £118.55 16/11/23 20/11/23 Winterflood / ISIN IE00B8FHGS14 15:27:14
2023-11-16,2023-11-20,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,16.970105,23.0564,391.27,Vanguard Global,IP00843395,Vanguard Global Aggregate Bonds / ISIN Buy 16.970105 £23.0564 £391.27 16/11/23 20/11/23 Flow Traders IE00BG47K971 15:27:14
2023-11-16,2023-11-20,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 12.409435 £16.8710 £209.36 16/11/23 20/11/23 Jane Street Years,LU1439943090,LU1439943090,0.0,16.871,209.36,Jane Street,IP00843395,Amundi FTSE Actuaries UK Gilts 0-5 Buy 12.409435 £16.8710 £209.36 16/11/23 20/11/23 Jane Street Years / ISIN LU1439943090 15:27:14 Financial
2023-11-16,2023-11-20,BUY,Xtrackers MSCI EMU,LU1127516455,LU1127516455,1127516455.0,29.0831,183.24,Flow Traders,IP00843395,Xtrackers MSCI EMU / ISIN LU1127516455 Buy 6.300550 £29.0831 £183.24 16/11/23 20/11/23 Flow Traders 15:27:14
2023-11-16,2023-11-20,BUY,iShares Core UK Gilts,IE00B1FZSB30,IE00B1FZSB30,38.414459,10.1271,389.03,Jane Street,IP00843395,iShares Core UK Gilts / ISIN Buy 38.414459 £10.1271 £389.03 16/11/23 20/11/23 Jane Street IE00B1FZSB30 15:27:14 Financial
2023-11-16,2023-11-20,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,74.1878,707.15,Unknown,IP00843395,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 9.531880 £74.1878 £707.15 16/11/23 20/11/23 PEEL 15:27:14
2023-11-27,2023-11-29,BUY,iShares US Inflation-linked Bonds 0-5 Buy 3.958987 £4.7790 £18.92 27/11/23 29/11/23 Jane Street Years,IE00BDZVHB89,IE00BDZVHB89,0.0,4.779,18.92,Jane Street,IP00843395,iShares US Inflation-linked Bonds 0-5 Buy 3.958987 £4.7790 £18.92 27/11/23 29/11/23 Jane Street Years / ISIN IE00BDZVHB89 15:34:27 Financial
2023-11-27,2023-11-29,BUY,"Amundi Smart Overnight Return GBP Buy 0.044984 £1,095.5006 £49.28 27/11/23 29/11/23 Winterflood Hedged",LU1230136894,LU1230136894,0.044984,1095.5006,49.28,Winterflood,IP00843395,"Amundi Smart Overnight Return GBP Buy 0.044984 £1,095.5006 £49.28 27/11/23 29/11/23 Winterflood Hedged / ISIN LU1230136894 15:34:27"
2023-11-27,2023-11-29,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,5.606597,23.0781,129.39,Vanguard Global,IP00843395,Vanguard Global Aggregate Bonds / ISIN Buy 5.606597 £23.0781 £129.39 27/11/23 29/11/23 PEEL IE00BG47K971 15:34:28
2023-11-27,2023-11-29,BUY,iShares Core UK Gilts,IE00B1FZSB30,IE00B1FZSB30,12.690827,10.0182,127.14,Shares Core,IP00843395,iShares Core UK Gilts / ISIN Buy 12.690827 £10.0182 £127.14 27/11/23 29/11/23 PEEL IE00B1FZSB30 15:34:29
2023-11-27,2023-11-29,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.75496,39.5915,29.89,Winterflood,IP00843395,Xtrackers MSCI World Momentum / ISIN Buy 0.754960 £39.5915 £29.89 27/11/23 29/11/23 Winterflood IE00BL25JP72 15:34:30
2023-11-27,2023-11-29,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.872105,45.5793,39.75,Jane Street,IP00843395,Xtrackers MSCI World Quality / ISIN Buy 0.872105 £45.5793 £39.75 27/11/23 29/11/23 Jane Street IE00BL25JL35 15:34:31 Financial
2023-11-27,2023-11-29,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,1.267241,31.3831,39.77,Jane Street,IP00843395,Xtrackers MSCI World Value / ISIN Buy 1.267241 £31.3831 £39.77 27/11/23 29/11/23 Jane Street IE00BL25JM42 15:34:31 Financial
2023-11-27,2023-11-29,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,5.998805,5.031,30.18,Winterflood,IP00843395,iShares MSCI World Small Cap / ISIN Buy 5.998805 £5.0310 £30.18 27/11/23 29/11/23 Winterflood IE00BF4RFH31 15:34:31
