date,settlement_date,action,fund_name,isin,symbol,quantity,price,amount,broker,portfolio_reference,raw_line
2024-03-04,2024-03-06,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.029455,33.95,1.0,Winterflood,IP00824935,Xtrackers MSCI World Value / ISIN Buy 0.029455 £33.9500 £1.00 04/03/24 06/03/24 Winterflood IE00BL25JM42 15:24:28
2024-03-04,2024-03-06,BUY,iShares MSCI World Minimum Volatility Buy 0.049403 £48.5800 £2.40 04/03/24 06/03/24 Winterflood,IE00B8FHGS14,IE00B8FHGS14,0.049403,48.58,2.4,Winterflood,IP00824935,iShares MSCI World Minimum Volatility Buy 0.049403 £48.5800 £2.40 04/03/24 06/03/24 Winterflood / ISIN IE00B8FHGS14 15:24:28
2024-03-04,2024-03-06,BUY,"Amundi Smart Overnight Return GBP Buy 0.001449 £1,111.1111 £1.61 04/03/24 06/03/24 Winterflood Hedged",LU1230136894,LU1230136894,0.001449,1111.1111,1.61,Winterflood,IP00824935,"Amundi Smart Overnight Return GBP Buy 0.001449 £1,111.1111 £1.61 04/03/24 06/03/24 Winterflood Hedged / ISIN LU1230136894 15:24:28"
2024-03-04,2024-03-06,SELL,Xtrackers MSCI EMU,LU1127516455,LU1127516455,1127516455.0,32.4809,106.01,Counterparty,IP00824935,Xtrackers MSCI EMU / ISIN LU1127516455 Sell 3.263759 £32.4809 £106.01 04/03/24 06/03/24 Internal 15:24:28 Counterparty
2024-03-04,2024-03-06,SELL,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.131171,48.1051,6.31,Winterflood,IP00824935,Xtrackers MSCI World Momentum / ISIN Sell 0.131171 £48.1051 £6.31 04/03/24 06/03/24 Winterflood IE00BL25JP72 15:24:28
2024-03-04,2024-03-06,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,0.121289,23.7449,2.88,Winterflood,IP00824935,Vanguard Global Aggregate Bonds / ISIN Buy 0.121289 £23.7449 £2.88 04/03/24 06/03/24 Winterflood IE00BG47K971 15:24:28
2024-03-04,2024-03-06,SELL,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.035146,51.4994,1.81,Winterflood,IP00824935,Xtrackers MSCI World Quality / ISIN Sell 0.035146 £51.4994 £1.81 04/03/24 06/03/24 Winterflood IE00BL25JL35 15:24:37
2024-03-04,2024-03-06,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,143.6205,2.15,Winterflood,IP00824935,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.014970 £143.6205 £2.15 04/03/24 06/03/24 Winterflood 15:24:37
2024-03-04,2024-03-06,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,2.130174,59.8307,127.45,Winterflood,IP00824935,Xtrackers S&P Europe ex UK / ISIN Buy 2.130174 £59.8307 £127.45 04/03/24 06/03/24 Winterflood IE00BGV5VM45 15:24:37
2024-03-04,2024-03-06,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,0.207512,102.5482,21.28,Winterflood,IP00824935,Lyxor Core UK Government Bond / ISIN Buy 0.207512 £102.5482 £21.28 04/03/24 06/03/24 Winterflood LU1407892592 15:24:37
2024-03-04,2024-03-06,SELL,iShares Core UK Gilts,IE00B1FZSB30,IE00B1FZSB30,1.935303,10.2309,19.8,Winterflood,IP00824935,iShares Core UK Gilts / ISIN Sell 1.935303 £10.2309 £19.80 04/03/24 06/03/24 Winterflood IE00B1FZSB30 15:24:38
2024-03-04,2024-03-06,SELL,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.344439,44.3619,15.28,Winterflood,IP00824935,Vanguard FTSE Emerging Markets / ISIN Sell 0.344439 £44.3619 £15.28 04/03/24 06/03/24 Winterflood IE00B3VVMM84 15:24:38
2024-03-25,2024-03-27,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,0.038079,103.4691,3.94,Winterflood,IP00824935,Lyxor Core UK Government Bond / ISIN Buy 0.038079 £103.4691 £3.94 25/03/24 27/03/24 Winterflood LU1407892592 15:21:01
2024-03-25,2024-03-27,BUY,iShares MSCI World Minimum Volatility Buy 0.241609 £49.5014 £11.96 25/03/24 27/03/24 Winterflood,IE00B8FHGS14,IE00B8FHGS14,0.241609,49.5014,11.96,Winterflood,IP00824935,iShares MSCI World Minimum Volatility Buy 0.241609 £49.5014 £11.96 25/03/24 27/03/24 Winterflood / ISIN IE00B8FHGS14 15:21:01
2024-03-25,2024-03-27,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,1.748922,5.6892,9.95,Winterflood,IP00824935,iShares MSCI World Small Cap / ISIN Buy 1.748922 £5.6892 £9.95 25/03/24 27/03/24 Winterflood IE00BF4RFH31 15:21:02
2024-03-25,2024-03-27,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,0.391803,61.5105,24.1,Winterflood,IP00824935,Xtrackers S&P Europe ex UK / ISIN Buy 0.391803 £61.5105 £24.10 25/03/24 27/03/24 Winterflood IE00BGV5VM45 15:21:02
2024-03-25,2024-03-27,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,0.329313,23.8375,7.85,Winterflood,IP00824935,Vanguard Global Aggregate Bonds / ISIN Buy 0.329313 £23.8375 £7.85 25/03/24 27/03/24 Winterflood IE00BG47K971 15:21:02
2024-03-25,2024-03-27,BUY,"Amundi Smart Overnight Return GBP Buy 0.003517 £1,114.5862 £3.92 25/03/24 27/03/24 Winterflood Hedged",LU1230136894,LU1230136894,0.003517,1114.5862,3.92,Winterflood,IP00824935,"Amundi Smart Overnight Return GBP Buy 0.003517 £1,114.5862 £3.92 25/03/24 27/03/24 Winterflood Hedged / ISIN LU1230136894 15:21:02"
2024-03-25,2024-03-27,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.345616,35.0678,12.12,Winterflood,IP00824935,Xtrackers MSCI World Value / ISIN Buy 0.345616 £35.0678 £12.12 25/03/24 27/03/24 Winterflood IE00BL25JM42 15:21:02
2024-03-25,2024-03-27,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.203246,49.6442,10.09,Winterflood,IP00824935,Xtrackers MSCI World Momentum / ISIN Buy 0.203246 £49.6442 £10.09 25/03/24 27/03/24 Winterflood IE00BL25JP72 15:21:02
2024-03-25,2024-03-27,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,149.9191,6.12,Winterflood,IP00824935,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.040822 £149.9191 £6.12 25/03/24 27/03/24 Winterflood 15:21:02
2024-03-25,2024-03-27,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.189951,52.5925,9.99,World Quality,IP00824935,Xtrackers MSCI World Quality / ISIN Buy 0.189951 £52.5925 £9.99 25/03/24 27/03/24 Internal IE00BL25JL35 15:21:02 Counterparty
2024-03-25,2024-03-27,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.4404,44.8001,19.73,Emerging Markets,IP00824935,Vanguard FTSE Emerging Markets / ISIN Buy 0.440400 £44.8001 £19.73 25/03/24 27/03/24 Internal IE00B3VVMM84 15:21:02 Counterparty
2024-03-25,2024-03-27,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,86.293,71.88,Winterflood,IP00824935,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 0.832976 £86.2930 £71.88 25/03/24 27/03/24 Winterflood 15:21:02
2024-03-25,2024-03-27,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.232476 £16.9049 £3.93 25/03/24 27/03/24 Winterflood Years,LU1439943090,LU1439943090,0.0,16.9049,3.93,Winterflood,IP00824935,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.232476 £16.9049 £3.93 25/03/24 27/03/24 Winterflood Years / ISIN LU1439943090 15:21:02
2024-04-25,2024-04-29,BUY,"Amundi Smart Overnight Return GBP Buy 0.003627 £1,119.3824 £4.06 25/04/24 29/04/24 Internal Hedged",LU1230136894,LU1230136894,0.003627,1119.3824,4.06,Amundi Smart,IP00824935,"Amundi Smart Overnight Return GBP Buy 0.003627 £1,119.3824 £4.06 25/04/24 29/04/24 Internal Hedged / ISIN LU1230136894 14:09:15 Counterparty"
2024-04-25,2024-04-29,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,1.802178,5.5044,9.92,Winterflood,IP00824935,iShares MSCI World Small Cap / ISIN Buy 1.802178 £5.5044 £9.92 25/04/24 29/04/24 Winterflood IE00BF4RFH31 14:09:16
2024-04-25,2024-04-29,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,152.9763,6.44,Winterflood,IP00824935,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.042098 £152.9763 £6.44 25/04/24 29/04/24 Winterflood 14:09:16
2024-04-25,2024-04-29,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,82.4852,70.81,Winterflood,IP00824935,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 0.858457 £82.4852 £70.81 25/04/24 29/04/24 Winterflood 14:09:16
2024-04-25,2024-04-29,BUY,iShares MSCI World Minimum Volatility Buy 0.248907 £48.8937 £12.17 25/04/24 29/04/24 Winterflood,IE00B8FHGS14,IE00B8FHGS14,0.248907,48.8937,12.17,Winterflood,IP00824935,iShares MSCI World Minimum Volatility Buy 0.248907 £48.8937 £12.17 25/04/24 29/04/24 Winterflood / ISIN IE00B8FHGS14 14:09:16
2024-04-25,2024-04-29,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.453894,45.4511,20.63,Winterflood,IP00824935,Vanguard FTSE Emerging Markets / ISIN Buy 0.453894 £45.4511 £20.63 25/04/24 29/04/24 Winterflood IE00B3VVMM84 14:09:16
2024-04-25,2024-04-29,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,0.039257,100.8737,3.96,Lyxor Core,IP00824935,Lyxor Core UK Government Bond / ISIN Buy 0.039257 £100.8737 £3.96 25/04/24 29/04/24 Internal LU1407892592 14:09:16 Counterparty
2024-04-25,2024-04-29,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.209534,47.009,9.85,World Momentum,IP00824935,Xtrackers MSCI World Momentum / ISIN Buy 0.209534 £47.0090 £9.85 25/04/24 29/04/24 Internal IE00BL25JP72 14:09:16 Counterparty
2024-04-25,2024-04-29,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.356149,34.3395,12.23,Winterflood,IP00824935,Xtrackers MSCI World Value / ISIN Buy 0.356149 £34.3395 £12.23 25/04/24 29/04/24 Winterflood IE00BL25JM42 14:09:16
2024-04-25,2024-04-29,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.195652,50.6,9.9,World Quality,IP00824935,Xtrackers MSCI World Quality / ISIN Buy 0.195652 £50.6000 £9.90 25/04/24 29/04/24 Internal IE00BL25JL35 14:09:16 Counterparty
2024-04-25,2024-04-29,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,0.339329,23.4285,7.95,Winterflood,IP00824935,Vanguard Global Aggregate Bonds / ISIN Buy 0.339329 £23.4285 £7.95 25/04/24 29/04/24 Winterflood IE00BG47K971 14:09:24
2024-04-25,2024-04-29,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,0.403722,60.2147,24.31,Winterflood,IP00824935,Xtrackers S&P Europe ex UK / ISIN Buy 0.403722 £60.2147 £24.31 25/04/24 29/04/24 Winterflood IE00BGV5VM45 14:09:24
2024-04-25,2024-04-29,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.239834 £16.8449 £4.04 25/04/24 29/04/24 Internal Years,LU1439943090,LU1439943090,0.0,16.8449,4.04,Internal Years,IP00824935,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.239834 £16.8449 £4.04 25/04/24 29/04/24 Internal Years / ISIN LU1439943090 14:09:24 Counterparty
2024-05-28,2024-05-30,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,87.6566,71.7,Winterflood,IP00824935,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 0.817964 £87.6566 £71.70 28/05/24 30/05/24 Winterflood 14:42:39
2024-05-28,2024-05-30,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,157.3662,6.19,Winterflood,IP00824935,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.039335 £157.3662 £6.19 28/05/24 30/05/24 Winterflood 14:42:39
2024-05-28,2024-05-30,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.199701,50.0748,10.0,Winterflood,IP00824935,Xtrackers MSCI World Momentum / ISIN Buy 0.199701 £50.0748 £10.00 28/05/24 30/05/24 Winterflood IE00BL25JP72 14:42:39
2024-05-28,2024-05-30,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.432541,47.1631,20.4,Winterflood,IP00824935,Vanguard FTSE Emerging Markets / ISIN Buy 0.432541 £47.1631 £20.40 28/05/24 30/05/24 Winterflood IE00B3VVMM84 14:42:39
2024-05-28,2024-05-30,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,1.718159,5.6572,9.72,World Small,IP00824935,iShares MSCI World Small Cap / ISIN Buy 1.718159 £5.6572 £9.72 28/05/24 30/05/24 Internal IE00BF4RFH31 14:42:39 Counterparty
2024-05-28,2024-05-30,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.228234 £16.9124 £3.86 28/05/24 30/05/24 Winterflood Years,LU1439943090,LU1439943090,0.0,16.9124,3.86,Winterflood,IP00824935,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.228234 £16.9124 £3.86 28/05/24 30/05/24 Winterflood Years / ISIN LU1439943090 14:42:39
2024-05-28,2024-05-30,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,0.323585,23.765,7.69,Vanguard Global,IP00824935,Vanguard Global Aggregate Bonds / ISIN Buy 0.323585 £23.7650 £7.69 28/05/24 30/05/24 Internal IE00BG47K971 14:42:39 Counterparty
2024-05-28,2024-05-30,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,0.384807,62.083,23.89,Winterflood,IP00824935,Xtrackers S&P Europe ex UK / ISIN Buy 0.384807 £62.0830 £23.89 28/05/24 30/05/24 Winterflood IE00BGV5VM45 14:42:39
2024-05-28,2024-05-30,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,0.037428,102.0626,3.82,Winterflood,IP00824935,Lyxor Core UK Government Bond / ISIN Buy 0.037428 £102.0626 £3.82 28/05/24 30/05/24 Winterflood LU1407892592 14:42:39
2024-05-28,2024-05-30,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.339477,34.936,11.86,Winterflood,IP00824935,Xtrackers MSCI World Value / ISIN Buy 0.339477 £34.9360 £11.86 28/05/24 30/05/24 Winterflood IE00BL25JM42 14:42:40
2024-05-28,2024-05-30,BUY,"Amundi Smart Overnight Return GBP Buy 0.003449 £1,124.9637 £3.88 28/05/24 30/05/24 Internal Hedged",LU1230136894,LU1230136894,0.003449,1124.9637,3.88,Amundi Smart,IP00824935,"Amundi Smart Overnight Return GBP Buy 0.003449 £1,124.9637 £3.88 28/05/24 30/05/24 Internal Hedged / ISIN LU1230136894 14:42:40 Counterparty"
2024-05-28,2024-05-30,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.186481,52.9812,9.88,Winterflood,IP00824935,Xtrackers MSCI World Quality / ISIN Buy 0.186481 £52.9812 £9.88 28/05/24 30/05/24 Winterflood IE00BL25JL35 14:42:40
2024-05-28,2024-05-30,BUY,iShares MSCI World Minimum Volatility Buy 0.237243 £48.4735 £11.50 28/05/24 30/05/24 Internal,IE00B8FHGS14,IE00B8FHGS14,0.237243,48.4735,11.5,World Minimum,IP00824935,iShares MSCI World Minimum Volatility Buy 0.237243 £48.4735 £11.50 28/05/24 30/05/24 Internal / ISIN IE00B8FHGS14 14:42:40 Counterparty
2024-06-03,2024-06-05,BUY,SPDR S&P 500,IE00B6YX5C33,IE00B6YX5C33,500.0,414.0643,153.28,Counterparty,IP00824935,SPDR S&P 500 / ISIN IE00B6YX5C33 Buy 0.370184 £414.0643 £153.28 03/06/24 05/06/24 Internal 14:45:36 Counterparty
2024-06-03,2024-06-05,BUY,"Amundi Smart Overnight Return GBP Buy 0.000657 £1,126.3318 £0.74 03/06/24 05/06/24 Internal Hedged",LU1230136894,LU1230136894,0.000657,1126.3318,0.74,Amundi Smart,IP00824935,"Amundi Smart Overnight Return GBP Buy 0.000657 £1,126.3318 £0.74 03/06/24 05/06/24 Internal Hedged / ISIN LU1230136894 14:45:36 Counterparty"
2024-06-03,2024-06-05,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,0.012318,102.2893,1.26,Winterflood,IP00824935,Lyxor Core UK Government Bond / ISIN Buy 0.012318 £102.2893 £1.26 03/06/24 05/06/24 Winterflood LU1407892592 14:45:37
2024-06-03,2024-06-05,BUY,iShares MSCI World Minimum Volatility Buy 0.056180 £48.9498 £2.75 03/06/24 05/06/24 Internal,IE00B8FHGS14,IE00B8FHGS14,0.05618,48.9498,2.75,World Minimum,IP00824935,iShares MSCI World Minimum Volatility Buy 0.056180 £48.9498 £2.75 03/06/24 05/06/24 Internal / ISIN IE00B8FHGS14 14:45:37 Counterparty
2024-06-03,2024-06-05,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,0.169506,5.6635,0.96,World Small,IP00824935,iShares MSCI World Small Cap / ISIN Buy 0.169506 £5.6635 £0.96 03/06/24 05/06/24 Internal IE00BF4RFH31 14:45:37 Counterparty
2024-06-03,2024-06-05,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.006213,53.1144,0.33,World Quality,IP00824935,Xtrackers MSCI World Quality / ISIN Buy 0.006213 £53.1144 £0.33 03/06/24 05/06/24 Internal IE00BL25JL35 14:45:38 Counterparty
2024-06-03,2024-06-05,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,0.09941,23.8406,2.37,Vanguard Global,IP00824935,Vanguard Global Aggregate Bonds / ISIN Buy 0.099410 £23.8406 £2.37 03/06/24 05/06/24 Internal IE00BG47K971 14:45:38 Counterparty
2024-06-03,2024-06-05,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.054932 £16.9300 £0.93 03/06/24 05/06/24 Winterflood Years,LU1439943090,LU1439943090,0.0,16.93,0.93,Winterflood,IP00824935,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.054932 £16.9300 £0.93 03/06/24 05/06/24 Winterflood Years / ISIN LU1439943090 14:45:38
2024-06-03,2024-06-05,SELL,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,87.1355,153.01,Winterflood,IP00824935,Xtrackers S&P 500 / ISIN IE00BM67HX07 Sell 1.756000 £87.1355 £153.01 03/06/24 05/06/24 Winterflood 14:45:46
2024-06-03,2024-06-05,SELL,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,158.1085,3.27,Counterparty,IP00824935,iShares FTSE 100 / ISIN IE00B53HP851 Sell 0.020682 £158.1085 £3.27 03/06/24 05/06/24 Internal 14:45:46 Counterparty
2024-06-03,2024-06-05,SELL,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.004606,49.9348,0.23,Winterflood,IP00824935,Xtrackers MSCI World Momentum / ISIN Sell 0.004606 £49.9348 £0.23 03/06/24 05/06/24 Winterflood IE00BL25JP72 14:45:46
2024-06-03,2024-06-05,SELL,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,0.034296,62.3979,2.14,Counterparty,IP00824935,Xtrackers S&P Europe ex UK / ISIN Sell 0.034296 £62.3979 £2.14 03/06/24 05/06/24 Internal IE00BGV5VM45 14:45:46 Counterparty
2024-06-03,2024-06-05,SELL,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.072696,46.6325,3.39,Winterflood,IP00824935,Vanguard FTSE Emerging Markets / ISIN Sell 0.072696 £46.6325 £3.39 03/06/24 05/06/24 Winterflood IE00B3VVMM84 14:45:47
2024-06-03,2024-06-05,SELL,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.004828,35.2112,0.17,Winterflood,IP00824935,Xtrackers MSCI World Value / ISIN Sell 0.004828 £35.2112 £0.17 03/06/24 05/06/24 Winterflood IE00BL25JM42 14:45:47
2024-06-25,2024-06-27,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,0.378915,61.6497,23.36,Winterflood,IP00824935,Xtrackers S&P Europe ex UK / ISIN Buy 0.378915 £61.6497 £23.36 25/06/24 27/06/24 Winterflood IE00BGV5VM45 14:33:40
2024-06-25,2024-06-27,BUY,iShares MSCI World Small Cap,IE00BF4RFH31,IE00BF4RFH31,1.729924,5.5724,9.64,Winterflood,IP00824935,iShares MSCI World Small Cap / ISIN Buy 1.729924 £5.5724 £9.64 25/06/24 27/06/24 Winterflood IE00BF4RFH31 14:33:40
2024-06-25,2024-06-27,BUY,iShares FTSE 100,IE00B53HP851,IE00B53HP851,100.0,158.0467,5.91,Winterflood,IP00824935,iShares FTSE 100 / ISIN IE00B53HP851 Buy 0.037394 £158.0467 £5.91 25/06/24 27/06/24 Winterflood 14:33:40
2024-06-25,2024-06-27,BUY,"Amundi Smart Overnight Return GBP Buy 0.003514 £1,129.7666 £3.97 25/06/24 27/06/24 Winterflood Hedged",LU1230136894,LU1230136894,0.003514,1129.7666,3.97,Winterflood,IP00824935,"Amundi Smart Overnight Return GBP Buy 0.003514 £1,129.7666 £3.97 25/06/24 27/06/24 Winterflood Hedged / ISIN LU1230136894 14:33:41"
2024-06-25,2024-06-27,BUY,Xtrackers MSCI World Value,IE00BL25JM42,IE00BL25JM42,0.33715,34.5246,11.64,Winterflood,IP00824935,Xtrackers MSCI World Value / ISIN Buy 0.337150 £34.5246 £11.64 25/06/24 27/06/24 Winterflood IE00BL25JM42 14:33:41
2024-06-25,2024-06-27,BUY,Vanguard Global Aggregate Bonds,IE00BG47K971,IE00BG47K971,0.333299,24.0324,8.01,Winterflood,IP00824935,Vanguard Global Aggregate Bonds / ISIN Buy 0.333299 £24.0324 £8.01 25/06/24 27/06/24 Winterflood IE00BG47K971 14:33:41
2024-06-25,2024-06-27,BUY,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.233500 £17.0449 £3.98 25/06/24 27/06/24 Winterflood Years,LU1439943090,LU1439943090,0.0,17.0449,3.98,Winterflood,IP00824935,Amundi FTSE Actuaries UK Gilts 0-5 Buy 0.233500 £17.0449 £3.98 25/06/24 27/06/24 Winterflood Years / ISIN LU1439943090 14:33:41
2024-06-25,2024-06-27,BUY,Xtrackers MSCI World Momentum,IE00BL25JP72,IE00BL25JP72,0.198087,51.442,10.19,Winterflood,IP00824935,Xtrackers MSCI World Momentum / ISIN Buy 0.198087 £51.4420 £10.19 25/06/24 27/06/24 Winterflood IE00BL25JP72 14:33:41
2024-06-25,2024-06-27,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.186255,54.8173,10.21,Winterflood,IP00824935,Xtrackers MSCI World Quality / ISIN Buy 0.186255 £54.8173 £10.21 25/06/24 27/06/24 Winterflood IE00BL25JL35 14:33:41
2024-06-25,2024-06-27,BUY,SPDR S&P 500,IE00B6YX5C33,IE00B6YX5C33,500.0,430.2733,18.42,Winterflood,IP00824935,SPDR S&P 500 / ISIN IE00B6YX5C33 Buy 0.042810 £430.2733 £18.42 25/06/24 27/06/24 Winterflood 14:33:41
2024-06-25,2024-06-27,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,90.3395,55.2,Winterflood,IP00824935,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 0.611028 £90.3395 £55.20 25/06/24 27/06/24 Winterflood 14:33:41
2024-06-25,2024-06-27,BUY,iShares MSCI World Minimum Volatility Buy 0.242491 £49.7338 £12.06 25/06/24 27/06/24 Winterflood,IE00B8FHGS14,IE00B8FHGS14,0.242491,49.7338,12.06,Winterflood,IP00824935,iShares MSCI World Minimum Volatility Buy 0.242491 £49.7338 £12.06 25/06/24 27/06/24 Winterflood / ISIN IE00B8FHGS14 14:33:41
2024-06-25,2024-06-27,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.421948,46.9489,19.81,Winterflood,IP00824935,Vanguard FTSE Emerging Markets / ISIN Buy 0.421948 £46.9489 £19.81 25/06/24 27/06/24 Winterflood IE00B3VVMM84 14:33:41
2024-06-25,2024-06-27,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,0.038693,104.1532,4.03,Winterflood,IP00824935,Lyxor Core UK Government Bond / ISIN Buy 0.038693 £104.1532 £4.03 25/06/24 27/06/24 Winterflood LU1407892592 14:33:42
2024-07-25,2024-07-29,BUY,Xtrackers S&P 500,IE00BM67HX07,IE00BM67HX07,500.0,89.8522,55.88,Winterflood,IP00824935,Xtrackers S&P 500 / ISIN IE00BM67HX07 Buy 0.621910 £89.8522 £55.88 25/07/24 29/07/24 Winterflood 14:48:54
2024-07-25,2024-07-29,BUY,Xtrackers MSCI World Quality,IE00BL25JL35,IE00BL25JL35,0.184601,52.4915,9.69,Winterflood,IP00824935,Xtrackers MSCI World Quality / ISIN Buy 0.184601 £52.4915 £9.69 25/07/24 29/07/24 Winterflood IE00BL25JL35 14:48:54
2024-07-25,2024-07-29,BUY,Xtrackers S&P Europe ex UK,IE00BGV5VM45,IE00BGV5VM45,0.384622,60.1369,23.13,Winterflood,IP00824935,Xtrackers S&P Europe ex UK / ISIN Buy 0.384622 £60.1369 £23.13 25/07/24 29/07/24 Winterflood IE00BGV5VM45 14:48:54
2024-07-25,2024-07-29,BUY,"Amundi Smart Overnight Return GBP Buy 0.003594 £1,135.2253 £4.08 25/07/24 29/07/24 Winterflood Hedged",LU1230136894,LU1230136894,0.003594,1135.2253,4.08,Winterflood,IP00824935,"Amundi Smart Overnight Return GBP Buy 0.003594 £1,135.2253 £4.08 25/07/24 29/07/24 Winterflood Hedged / ISIN LU1230136894 14:48:54"
2024-07-25,2024-07-29,BUY,Vanguard FTSE Emerging Markets,IE00B3VVMM84,IE00B3VVMM84,0.429242,45.9181,19.71,Winterflood,IP00824935,Vanguard FTSE Emerging Markets / ISIN Buy 0.429242 £45.9181 £19.71 25/07/24 29/07/24 Winterflood IE00B3VVMM84 14:48:54
2024-07-25,2024-07-29,BUY,SPDR S&P 500,IE00B6YX5C33,IE00B6YX5C33,500.0,421.4791,18.1,Winterflood,IP00824935,SPDR S&P 500 / ISIN IE00B6YX5C33 Buy 0.042944 £421.4791 £18.10 25/07/24 29/07/24 Winterflood 14:48:54
2024-07-25,2024-07-29,BUY,Lyxor Core UK Government Bond,LU1407892592,LU1407892592,0.040309,103.947,4.19,Winterflood,IP00824935,Lyxor Core UK Government Bond / ISIN Buy 0.040309 £103.9470 £4.19 25/07/24 29/07/24 Winterflood LU1407892592 14:48:54
